Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Garage Cars,Mo Sold,Yr Sold,Sale Condition,SalePrice
1023,0527325070,060,RL,,12227,NWAmes,1Fam,2Story,1977,1995,2,7,2008,Normal,272000
1024,0527325240,020,RL,90,13068,NWAmes,1Fam,1Story,1976,1976,2,11,2008,Normal,161000
1025,0527326130,020,RL,,15611,NWAmes,1Fam,1Story,1977,1977,2,3,2008,Abnorml,175000
1026,0527354160,060,RL,80,10400,NWAmes,1Fam,2Story,1980,1988,2,3,2008,Normal,185000
1027,0527357110,060,RL,75,9743,NWAmes,1Fam,2Story,1969,1969,2,6,2008,Normal,146900
1028,0527357180,060,RL,,12511,NWAmes,1Fam,2Story,1978,1978,4,12,2008,Normal,292500
1029,0527358120,020,RL,104,11361,NWAmes,1Fam,1Story,1976,1976,2,5,2008,Abnorml,180000
1030,0527359030,020,RL,80,10400,NWAmes,1Fam,1Story,1976,1976,2,4,2008,Normal,159900
1031,0527359070,060,RL,80,10480,NWAmes,1Fam,2Story,1976,1976,2,9,2008,Normal,205000
1032,0527378020,020,RL,80,10000,NWAmes,1Fam,1Story,1973,2000,2,11,2008,Normal,157000
1033,0527380240,060,RL,,14311,NWAmes,1Fam,2Story,1996,1996,3,6,2008,Normal,306000
1034,0527401130,090,RL,60,9000,NAmes,Duplex,2Story,1974,1974,2,6,2008,Normal,133000
1035,0527402060,020,RL,65,9750,NAmes,1Fam,1Story,1969,1969,2,7,2008,Normal,151000
1036,0527402130,020,RL,68,10295,NAmes,1Fam,1Story,1969,1969,1,9,2008,Normal,111900
1037,0527403360,020,RL,63,7560,NAmes,1Fam,1Story,1971,1971,2,5,2008,Normal,123000
1038,0527425035,020,RL,,12735,NAmes,1Fam,1Story,1972,1972,2,4,2008,Normal,111250
1039,0527427110,120,RH,34,4060,NAmes,TwnhsE,1Story,1998,1999,2,8,2008,Abnorml,181000
1040,0527450110,160,RM,21,1680,BrDale,Twnhs,2Story,1973,1973,1,2,2008,Normal,103400
1041,0527450250,160,RM,21,1680,BrDale,Twnhs,2Story,1973,1973,1,11,2008,Normal,100000
1042,0527450520,160,RM,21,1890,BrDale,Twnhs,2Story,1972,1972,1,4,2008,Normal,100500
1043,0527451060,160,RM,21,1869,BrDale,Twnhs,2Story,1970,1970,1,9,2008,Normal,106000
1044,0527451290,160,RM,21,1680,BrDale,Twnhs,2Story,1971,1971,1,7,2008,Abnorml,85400
1045,0527451400,160,RM,21,1680,BrDale,TwnhsE,2Story,1971,1971,1,8,2008,Normal,89500
1046,0527451550,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,12,2008,Normal,111750
1047,0527452150,120,RL,53,4043,NPkVill,TwnhsE,1Story,1977,1977,2,10,2008,Abnorml,140000
1048,0527453160,160,RL,24,2308,NPkVill,TwnhsE,2Story,1975,1975,2,5,2008,Normal,143000
1049,0527454120,120,RL,24,2529,NPkVill,Twnhs,1Story,1977,1977,2,9,2008,Normal,148500
1050,0527455270,020,RL,,9477,NAmes,1Fam,1Story,1966,1966,1,10,2008,Normal,110000
1051,0528102030,020,RL,96,12444,NridgHt,1Fam,1Story,2008,2008,3,11,2008,Partial,394617
1052,0528102110,060,RL,96,12474,NridgHt,1Fam,2Story,2007,2008,3,8,2008,Partial,426000
1053,0528104050,020,RL,114,14803,NridgHt,1Fam,1Story,2007,2008,3,6,2008,Partial,385000
1054,0528104080,060,RL,67,14948,NridgHt,1Fam,2Story,2008,2008,3,11,2008,Partial,446261
1055,0528108150,020,RL,98,12704,NridgHt,1Fam,1Story,2007,2007,3,1,2008,Partial,317500
1056,0528110080,020,RL,107,13891,NridgHt,1Fam,1Story,2007,2008,3,1,2008,Partial,372402
1057,0528110110,020,RL,105,13693,NridgHt,1Fam,1Story,2007,2007,3,8,2008,Normal,417500
1058,0528114040,020,RL,104,14418,NridgHt,1Fam,1Story,2007,2007,3,5,2008,Normal,383000
1059,0528118030,060,RL,108,13418,NridgHt,1Fam,2Story,2006,2006,3,10,2008,Abnorml,390000
1060,0528118090,060,RL,96,12539,NridgHt,1Fam,2Story,2005,2006,4,6,2008,Normal,460000
1061,0528120130,060,RL,102,12151,NridgHt,1Fam,2Story,2005,2005,3,8,2008,Normal,379000
1062,0528142020,060,RL,74,8899,NridgHt,1Fam,2Story,2007,2007,3,6,2008,Normal,250000
1063,0528142140,060,RL,85,10574,NridgHt,1Fam,2Story,2004,2004,3,7,2008,Normal,316000
1064,0528164060,020,RL,106,12720,NridgHt,1Fam,1Story,2003,2003,3,2,2008,Normal,615000
1065,0528166120,060,RL,110,13688,NridgHt,1Fam,2Story,2003,2004,3,3,2008,Normal,412500
1066,0528170070,060,RL,85,10625,NridgHt,1Fam,2Story,2003,2004,3,8,2008,Normal,284000
1067,0528172080,020,RL,92,10845,NridgHt,1Fam,1Story,2003,2004,3,6,2008,Normal,284000
1068,0528178070,060,RL,130,16900,NridgHt,1Fam,2Story,2001,2002,3,1,2008,Normal,421250
1069,0528178090,060,RL,112,16451,NridgHt,1Fam,2Story,2003,2003,3,7,2008,Normal,370000
1070,0528180110,120,RL,58,10110,NridgHt,TwnhsE,1Story,2008,2008,3,11,2008,Partial,336860
1071,0528180140,120,RL,65,8769,NridgHt,TwnhsE,1Story,2008,2008,3,10,2008,Partial,367294
1072,0528181010,120,RL,135,12304,NridgHt,TwnhsE,1Story,2005,2005,2,6,2008,Normal,192000
1073,0528186030,120,RL,62,12677,NridgHt,TwnhsE,1Story,2003,2004,2,4,2008,Normal,274000
1074,0528186080,120,RL,63,8849,NridgHt,TwnhsE,1Story,2005,2005,2,7,2008,Normal,266000
1075,0528186130,120,RL,89,8232,NridgHt,TwnhsE,1Story,2007,2008,3,6,2008,Partial,370967
1076,0528186160,120,RL,48,6240,NridgHt,TwnhsE,1Story,2006,2007,2,6,2008,Normal,234250
1077,0528186170,120,RL,48,6240,NridgHt,TwnhsE,1Story,2006,2007,2,2,2008,Normal,219500
1078,0528188090,160,RL,36,2448,NridgHt,Twnhs,2Story,2003,2004,2,10,2008,Normal,155000
1079,0528188150,160,RL,36,2448,NridgHt,Twnhs,2Story,2003,2004,2,10,2008,Normal,154000
1080,0528190010,120,RM,59,8198,NridgHt,TwnhsE,1Story,2004,2004,2,7,2008,Normal,207000
1081,0528228345,120,RL,,3940,Blmngtn,TwnhsE,1Story,2003,2003,3,8,2008,Normal,195000
1082,0528228405,120,RM,,3940,Blmngtn,TwnhsE,1Story,2004,2004,3,5,2008,Normal,219990
1083,0528228445,120,RL,43,3182,Blmngtn,TwnhsE,1Story,2005,2006,2,5,2008,Normal,191000
1084,0528228465,020,RL,43,3182,Blmngtn,1Fam,1Story,2007,2007,2,3,2008,Normal,159895
1085,0528228540,020,RL,53,3710,Blmngtn,1Fam,1Story,2007,2008,2,3,2008,Partial,187687
1086,0528235020,060,RL,80,9024,Gilbert,1Fam,2Story,2004,2004,2,7,2008,Normal,179000
1087,0528235120,060,RL,62,7415,Gilbert,1Fam,2Story,2004,2004,2,4,2008,Normal,193000
1088,0528235180,080,RL,59,9587,Gilbert,1Fam,SLvl,2005,2005,2,7,2008,Normal,190000
1089,0528240040,060,RL,51,8029,Gilbert,1Fam,2Story,2005,2005,2,7,2008,Normal,176000
1090,0528240050,060,RL,,8010,Gilbert,1Fam,2Story,2002,2003,2,7,2008,Normal,188000
1091,0528250030,060,RL,,8396,Gilbert,1Fam,2Story,2003,2003,2,5,2008,Normal,213000
1092,0528253020,120,RL,55,7301,NridgHt,TwnhsE,1Story,2007,2008,2,11,2008,Partial,217300
1093,0528280130,060,RL,93,10261,Gilbert,1Fam,2Story,2000,2000,2,5,2008,Normal,186500
1094,0528280180,060,RL,71,8220,Gilbert,1Fam,2Story,2000,2001,2,7,2008,Normal,226750
1095,0528290010,060,RL,60,15384,Gilbert,1Fam,2Story,2004,2005,2,2,2008,Normal,184000
1096,0528290090,060,RL,,7750,Gilbert,1Fam,2Story,2002,2002,2,4,2008,Normal,176000
1097,0528292060,060,RL,41,12460,Gilbert,1Fam,2Story,1999,2000,2,5,2008,Normal,225000
1098,0528294060,060,RL,77,8390,Gilbert,1Fam,2Story,1999,1999,2,5,2008,Normal,185900
1099,0528315060,075,RL,84,9660,NoRidge,1Fam,2.5Unf,1997,1997,2,9,2008,Normal,284500
1100,0528315110,060,RL,80,9200,NoRidge,1Fam,2Story,1998,1998,3,6,2008,Normal,315000
1101,0528326030,060,RL,84,14260,NoRidge,1Fam,2Story,2000,2000,3,12,2008,Normal,250000
1102,0528326110,060,RL,,11000,NoRidge,1Fam,2Story,2000,2000,3,6,2008,Normal,291000
1103,0528346050,020,RL,136,11675,NoRidge,1Fam,1Story,1998,1998,3,7,2008,Normal,350000
1104,0528354100,060,RL,97,10990,NoRidge,1Fam,2Story,1996,1997,2,6,2008,Normal,279500
1105,0528363020,060,RL,,11929,NoRidge,1Fam,2Story,1995,1995,3,6,2008,Normal,290000
1106,0528363110,020,RL,91,10437,NoRidge,1Fam,1Story,1995,1995,3,8,2008,Normal,350000
1107,0528365060,060,RL,96,10542,NoRidge,1Fam,2Story,1993,1994,3,8,2008,Normal,341000
1108,0528365080,060,RL,91,10010,NoRidge,1Fam,2Story,1993,1994,3,7,2008,Normal,287500
1109,0528387050,060,RL,81,10944,NoRidge,1Fam,2Story,1994,1994,2,8,2008,Normal,271000
1110,0528390020,020,RL,91,14303,NoRidge,1Fam,1Story,1994,1994,2,8,2008,Normal,301500
1111,0528427010,020,RL,92,11932,Somerst,1Fam,1Story,2007,2008,3,6,2008,Partial,235128
1112,0528427070,060,RL,86,14598,Somerst,1Fam,2Story,2007,2007,3,1,2008,Normal,214000
1113,0528429050,020,RL,75,11957,Somerst,1Fam,1Story,2006,2006,3,7,2008,Normal,232000
1114,0528429070,020,RL,74,13253,Somerst,1Fam,1Story,2006,2006,3,5,2008,Normal,240000
1115,0528429080,020,RL,75,14587,Somerst,1Fam,1Story,2008,2008,2,8,2008,Partial,264132
1116,0528431060,020,RL,78,10206,Somerst,1Fam,1Story,2007,2007,3,10,2008,Normal,245000
1117,0528431080,020,RL,91,12274,Somerst,1Fam,1Story,2008,2008,2,7,2008,Partial,227680
1118,0528431120,060,RL,73,9801,Somerst,1Fam,2Story,2007,2007,3,7,2008,Normal,257000
1119,0528435020,060,RL,80,9428,Somerst,1Fam,2Story,2007,2008,3,2,2008,Partial,297900
1120,0528439010,020,RL,87,10037,Somerst,1Fam,1Story,2006,2007,2,8,2008,Normal,247000
1121,0528458030,020,FV,72,8640,Somerst,1Fam,1Story,2007,2008,2,7,2008,Partial,212700
1122,0528458050,020,FV,72,8640,Somerst,1Fam,1Story,2007,2008,2,5,2008,Partial,250580
1123,0528462040,020,FV,95,11639,Somerst,1Fam,1Story,2007,2008,2,12,2008,Partial,182000
1124,0528477040,060,FV,75,9803,Somerst,1Fam,2Story,2005,2005,2,2,2008,Normal,226700
1125,0528478030,060,FV,75,9375,Somerst,1Fam,2Story,2003,2004,2,8,2008,Normal,250000
1126,0528478040,060,FV,85,10625,Somerst,1Fam,2Story,2005,2005,3,7,2008,Normal,250000
1127,0528480060,060,FV,85,10800,Somerst,1Fam,2Story,2007,2008,3,4,2008,Partial,339750
1128,0528480160,060,FV,65,8125,Somerst,1Fam,2Story,2007,2007,2,5,2008,Normal,205950
1129,0528482020,020,FV,85,10625,Somerst,1Fam,1Story,2007,2007,3,6,2008,Normal,256000
1130,0528488140,020,FV,62,7500,Somerst,1Fam,1Story,2007,2008,2,4,2008,Partial,230348
1131,0528490080,060,FV,64,8791,Somerst,1Fam,2Story,2003,2003,2,5,2008,Normal,207500
1132,0531363060,020,RL,63,7500,SawyerW,1Fam,1Story,2004,2005,0,4,2008,Normal,141000
1133,0531371070,060,RL,68,10110,SawyerW,1Fam,2Story,2003,2003,2,7,2008,Normal,188000
1134,0531373060,060,RL,67,12774,SawyerW,1Fam,2Story,2003,2004,2,7,2008,Normal,192500
1135,0531375050,020,RL,63,13072,SawyerW,1Fam,1Story,2005,2006,0,6,2008,Normal,146000
1136,0531375110,020,RL,66,13695,SawyerW,1Fam,1Story,2004,2004,2,6,2008,Normal,159000
1137,0531375120,020,RL,66,13695,SawyerW,1Fam,1Story,2003,2004,2,7,2008,Normal,155000
1138,0531376010,060,RL,65,8366,SawyerW,1Fam,2Story,2004,2004,2,12,2008,Normal,173000
1139,0531376070,020,RL,81,9260,SawyerW,1Fam,1Story,2007,2007,2,3,2008,Normal,170000
1140,0531382090,060,RL,65,8453,SawyerW,1Fam,2Story,1995,1995,2,4,2008,Normal,182000
1141,0531382110,060,RL,50,8480,SawyerW,1Fam,2Story,1993,1994,2,10,2008,Normal,163000
1142,0531382120,020,RL,65,8125,SawyerW,1Fam,1Story,1994,1998,2,10,2008,Normal,193500
1143,0531384030,060,RL,43,14565,SawyerW,1Fam,2Story,1994,1995,2,11,2008,Normal,189000
1144,0531385060,060,RL,65,8450,SawyerW,1Fam,2Story,2001,2001,2,9,2008,Normal,190500
1145,0531450030,060,RL,75,8285,SawyerW,1Fam,2Story,1992,1992,2,5,2008,Normal,175000
1146,0531450090,020,RL,,7153,SawyerW,1Fam,1Story,1991,1991,2,6,2008,Normal,179200
1147,0531450170,060,RL,76,9291,SawyerW,1Fam,2Story,1993,1993,2,6,2008,Normal,187000
1148,0531451020,120,RL,50,8012,SawyerW,TwnhsE,1Story,1993,1994,2,7,2008,Normal,193000
1149,0531452140,120,RL,55,7892,SawyerW,TwnhsE,1Story,1993,1993,2,3,2008,Normal,153900
1150,0532351050,020,RL,70,9100,Sawyer,1Fam,1Story,1963,1963,1,8,2008,Normal,128000
1151,0532353050,020,RL,,12968,Sawyer,1Fam,1Story,1962,1962,1,9,2008,Normal,144000
1152,0532354150,020,RL,75,8100,Sawyer,1Fam,1Story,1961,2007,1,7,2008,Normal,135000
1153,0532376170,190,RL,65,8450,Sawyer,2fmCon,1Story,1968,1968,1,4,2008,Normal,115000
1154,0532377020,020,RL,60,6360,Sawyer,1Fam,1Story,1963,1963,1,1,2008,Abnorml,119916
1155,0532378200,020,RL,65,6768,Sawyer,1Fam,1Story,1961,1996,1,5,2008,Normal,142000
1156,0532477030,020,RL,95,19508,Veenker,1Fam,1Story,1974,1974,2,7,2008,Normal,192000
1157,0532479020,050,RL,70,10759,Sawyer,1Fam,1.5Fin,1972,1972,2,7,2008,Normal,140000
1158,0533125080,060,RL,,9205,NoRidge,1Fam,2Story,1990,1991,2,6,2008,Normal,290000
1159,0533125140,060,RL,105,11025,NoRidge,1Fam,1.5Fin,1993,1994,2,6,2008,Normal,372500
1160,0533206050,120,FV,59,4282,Somerst,TwnhsE,1Story,2004,2004,2,7,2008,Normal,196000
1161,0533208080,160,FV,35,4017,Somerst,TwnhsE,2Story,2006,2007,2,3,2008,Normal,171900
1162,0533208140,120,FV,37,3435,Somerst,TwnhsE,1Story,2004,2005,2,6,2008,Normal,178000
1163,0533212050,160,FV,30,3180,Somerst,TwnhsE,2Story,2005,2005,2,5,2008,Normal,165000
1164,0533212140,160,FV,30,3180,Somerst,TwnhsE,2Story,2007,2007,2,3,2008,Abnorml,146000
1165,0533212150,160,FV,34,3604,Somerst,TwnhsE,2Story,2007,2007,2,2,2008,Abnorml,146000
1166,0533213070,160,FV,24,2280,Somerst,Twnhs,2Story,1999,1999,2,8,2008,Normal,179400
1167,0533213120,160,FV,24,2280,Somerst,Twnhs,2Story,1999,1999,2,4,2008,Normal,172900
1168,0533215020,120,FV,,4765,Somerst,TwnhsE,1Story,2000,2000,2,7,2008,Normal,300000
1169,0533215030,120,FV,,4538,Somerst,TwnhsE,1Story,2001,2001,2,7,2008,Normal,285000
1170,0533215040,120,FV,42,4385,Somerst,TwnhsE,1Story,2001,2001,2,9,2008,Normal,290000
1171,0533215070,120,FV,35,4109,Somerst,TwnhsE,1Story,1999,2000,2,6,2008,Normal,305000
1172,0533215080,120,FV,50,5119,Somerst,TwnhsE,1Story,1999,2000,2,1,2008,Abnorml,328900
1173,0533217050,160,FV,24,2160,Somerst,Twnhs,2Story,1999,2000,2,3,2008,Normal,160000
1174,0533217060,160,FV,24,2160,Somerst,Twnhs,SLvl,1999,2000,2,6,2008,Normal,170000
1175,0533234020,060,FV,79,10646,Somerst,1Fam,2Story,2001,2001,2,6,2008,Normal,223000
1176,0533236060,160,FV,24,2645,Somerst,Twnhs,2Story,1999,1999,2,12,2008,Normal,170000
1177,0533236070,160,FV,24,2645,Somerst,Twnhs,2Story,1999,2000,2,12,2008,Normal,200000
1178,0533236090,160,FV,36,3951,Somerst,TwnhsE,2Story,1998,1999,2,2,2008,Normal,345000
1179,0533250050,120,RL,38,14963,Veenker,TwnhsE,1Story,1996,1996,2,12,2008,Normal,245500
1180,0533250110,120,RL,22,11064,Veenker,TwnhsE,1Story,1995,1995,2,8,2008,Normal,217500
1181,0533250160,120,RL,32,10846,Veenker,TwnhsE,1Story,1993,1993,2,5,2008,Normal,324000
1182,0533251120,020,RL,,11120,Veenker,1Fam,1Story,1984,1984,2,6,2008,Normal,162500
1183,0533350090,060,RL,,24572,Veenker,1Fam,2Story,1977,1977,3,6,2008,Family,150000
1184,0533350120,020,RL,103,16280,Veenker,1Fam,1Story,1976,2007,2,5,2008,Normal,290000
1185,0534104100,060,FV,,7500,Somerst,1Fam,2Story,2002,2002,2,4,2008,Normal,205000
1186,0534126090,020,RL,80,10400,NWAmes,1Fam,1Story,1970,1970,2,5,2008,Normal,174000
1187,0534127210,080,RL,,11104,NWAmes,1Fam,SLvl,1969,1969,2,5,2008,Normal,183000
1188,0534127230,020,RL,85,11050,NWAmes,1Fam,1Story,1968,1968,2,10,2008,Family,150000
1189,0534128050,020,RL,80,11040,NWAmes,1Fam,1Story,1971,2004,2,10,2008,Abnorml,145000
1190,0534129060,020,RL,,15387,NWAmes,1Fam,1Story,1967,1967,2,8,2008,Normal,215000
1191,0534175140,090,RL,75,9750,NWAmes,Duplex,1Story,1965,1965,2,8,2008,Normal,140500
1192,0534177180,060,RL,90,10800,NWAmes,1Fam,2Story,1974,1997,2,6,2008,Normal,240000
1193,0534201240,060,RL,73,8814,NAmes,1Fam,2Story,1968,1968,2,6,2008,Normal,141000
1194,0534202130,020,RL,72,8872,NAmes,1Fam,1Story,1965,2008,2,12,2008,Normal,147000
1195,0534204030,020,RL,65,8125,NAmes,1Fam,1Story,1965,2005,2,7,2008,Normal,135000
1196,0534225110,090,RL,72,11072,NAmes,Duplex,1Story,1965,1965,2,11,2008,Normal,145000
1197,0534225120,090,RL,74,13101,NAmes,Duplex,1Story,1965,1965,2,11,2008,Normal,142600
1198,0534250010,090,RL,87,9246,NWAmes,Duplex,1Story,1973,1973,2,11,2008,Normal,135000
1199,0534250335,060,RL,,13355,NWAmes,1Fam,2Story,1971,1971,2,5,2008,Normal,170000
1200,0534250370,060,RL,,8963,NWAmes,1Fam,2Story,1976,1996,2,7,2008,Normal,299800
1201,0534250410,060,RL,76,9120,NWAmes,1Fam,2Story,1974,1974,2,7,2008,Normal,185000
1202,0534251280,060,RL,,9130,NWAmes,1Fam,2Story,1966,2000,2,7,2008,Normal,173000
1203,0534252090,085,RL,,12122,NAmes,1Fam,SFoyer,1961,2007,2,7,2008,Normal,178400
1204,0534252270,060,RL,,9900,NWAmes,1Fam,2Story,1968,1968,2,4,2008,Normal,176000
1205,0534276190,020,RL,74,7785,NAmes,1Fam,1Story,1956,1956,1,3,2008,Normal,98000
1206,0534277060,020,RL,77,8593,NAmes,1Fam,1Story,1957,1957,1,7,2008,Normal,109008
1207,0534277070,020,RL,,8475,NAmes,1Fam,1Story,1956,1956,1,4,2008,Normal,135750
1208,0534400030,020,RL,80,8700,NAmes,1Fam,1Story,1963,1963,2,12,2008,Normal,155000
1209,0534400060,020,RL,100,10175,NAmes,1Fam,1Story,1964,1964,2,7,2008,Normal,180500
1210,0534401130,080,RL,82,9020,NAmes,1Fam,SLvl,1966,1966,2,5,2008,Normal,174900
1211,0534401190,020,RL,80,9200,NAmes,1Fam,1Story,1965,1965,1,7,2008,Normal,140000
1212,0534403050,020,RL,75,8250,NAmes,1Fam,1Story,1964,1964,2,7,2008,Normal,145000
1213,0534403080,080,RL,85,9350,NAmes,1Fam,SLvl,1965,1999,2,10,2008,Normal,179900
1214,0534403100,080,RL,82,9020,NAmes,1Fam,SLvl,1964,1964,2,6,2008,Normal,168500
1215,0534403260,020,RL,90,9900,NAmes,1Fam,1Story,1961,1961,2,5,2008,Abnorml,140000
1216,0534426040,020,RL,72,10007,NAmes,1Fam,1Story,1959,2006,1,8,2008,Normal,145500
1217,0534427040,020,RL,80,10721,NAmes,1Fam,1Story,1959,1959,2,10,2008,Normal,142000
1218,0534428020,020,RL,,12493,NAmes,1Fam,1Story,1960,1960,1,4,2008,Normal,141000
1219,0534428100,020,RL,,11332,NAmes,1Fam,1Story,1960,2000,1,8,2008,Normal,153000
1220,0534451080,020,RL,,6627,BrkSide,1Fam,1Story,1949,1950,1,7,2008,Normal,72500
1221,0534451170,030,RL,56,4130,BrkSide,1Fam,1Story,1935,2003,0,7,2008,Normal,52000
1222,0534452060,190,RL,50,7420,BrkSide,2fmCon,1.5Unf,1939,1950,1,1,2008,Normal,118000
1223,0534453140,070,RL,50,4882,BrkSide,1Fam,2Story,1937,1950,1,9,2008,Normal,87000
1224,0534455030,020,RL,80,9600,NAmes,1Fam,1Story,1960,1960,2,2,2008,Normal,141500
1225,0534477080,050,RL,80,9600,NAmes,1Fam,1.5Fin,1950,1950,1,4,2008,Abnorml,119000
1226,0534477090,020,RL,80,9600,NAmes,1Fam,1Story,1950,2006,1,9,2008,Normal,141500
1227,0534477270,080,RL,80,9600,NAmes,1Fam,SLvl,1955,1996,1,10,2008,Normal,165500
1228,0534479150,020,RL,63,7584,NAmes,1Fam,1Story,1953,1953,1,6,2008,Normal,112900
1229,0535103050,060,RL,,13700,NAmes,1Fam,2Story,1965,1988,2,5,2008,Normal,201800
1230,0535104020,020,RL,80,10197,NAmes,1Fam,1Story,1961,1961,2,6,2008,Normal,163000
1231,0535105030,020,RL,75,7875,NAmes,1Fam,1Story,1961,1961,2,9,2008,Normal,139950
1232,0535105060,020,RL,80,8400,NAmes,1Fam,1Story,1962,2005,2,7,2008,Abnorml,174000
1233,0535105090,080,RL,101,9150,NAmes,1Fam,SLvl,1962,1962,1,12,2008,Normal,165000
1234,0535126140,060,RL,90,14670,NAmes,1Fam,2Story,1966,1999,2,8,2008,Normal,227000
1235,0535150210,020,RL,,7390,NAmes,1Fam,1Story,1955,1955,1,7,2008,Normal,135000
1236,0535150280,020,RL,71,9204,NAmes,1Fam,1Story,1963,1963,1,8,2008,Normal,124000
1237,0535151160,020,RL,70,7763,NAmes,1Fam,1Story,1962,1980,2,10,2008,Normal,140000
1238,0535152200,020,RL,74,8856,NAmes,1Fam,1Story,1957,1957,1,5,2008,Normal,136500
1239,0535153140,020,RL,82,9840,NAmes,1Fam,1Story,1959,1998,1,6,2008,Normal,185000
1240,0535153150,020,RL,76,9120,NAmes,1Fam,1Story,1958,1958,2,11,2008,Normal,163000
1241,0535176100,020,RL,90,13200,NAmes,1Fam,1Story,1958,1958,2,5,2008,Normal,166800
1242,0535178060,020,RL,72,9000,NAmes,1Fam,1Story,1956,1956,1,5,2008,Normal,139000
1243,0535179060,020,RL,80,11900,NAmes,1Fam,1Story,1957,1957,2,6,2008,Normal,166000
1244,0535180100,020,RL,75,9464,NAmes,1Fam,1Story,1958,1958,1,6,2008,Normal,136000
1245,0535180120,020,RL,75,10425,NAmes,1Fam,1Story,1956,1958,1,4,2008,Normal,133000
1246,0535301080,020,RL,60,11556,NAmes,1Fam,1Story,1952,1952,1,5,2008,Normal,116000
1247,0535302130,020,RL,102,9373,NAmes,1Fam,1Story,1953,1953,2,5,2008,Normal,137500
1248,0535302140,020,RL,,12774,NAmes,1Fam,1Story,1953,1953,2,7,2008,Normal,130000
1249,0535303030,020,RL,95,14250,NAmes,1Fam,1Story,1957,1957,2,9,2008,Normal,180000
1250,0535305030,020,RL,60,7350,NAmes,1Fam,1Story,1951,1951,2,6,2008,Abnorml,139000
1251,0535305160,020,RL,57,7677,NAmes,1Fam,1Story,1953,1953,1,4,2008,Abnorml,110000
1252,0535327230,020,RL,71,8838,NAmes,1Fam,1Story,1957,1982,1,10,2008,Normal,100000
1253,0535352080,050,RL,80,8480,NAmes,1Fam,1.5Fin,1947,1950,1,10,2008,Abnorml,118500
1254,0535354200,090,RL,76,12436,NAmes,Duplex,1Story,1957,1957,2,1,2008,Normal,146000
1255,0535375140,020,RL,60,10122,OldTown,1Fam,1Story,1948,1950,1,8,2008,Normal,89900
1256,0535375160,050,RL,45,7506,OldTown,1Fam,1.5Fin,1925,1950,1,5,2008,Normal,114000
1257,0535380050,050,RL,60,10930,NAmes,1Fam,1.5Fin,1945,1950,1,4,2008,Normal,140000
1258,0535380110,030,RL,60,5400,OldTown,1Fam,1Story,1940,2005,1,7,2008,Normal,86900
1259,0535380140,050,RL,60,10836,OldTown,1Fam,1.5Fin,1922,1950,4,6,2008,Normal,139000
1260,0535383100,190,RL,60,10800,OldTown,2fmCon,2Story,1900,2000,0,8,2008,Normal,106250
1261,0535402120,060,RL,70,9247,NAmes,1Fam,2Story,1962,1962,2,3,2008,Normal,171000
1262,0535403010,020,RL,78,10180,NAmes,1Fam,1Story,1968,1968,2,6,2008,Normal,139000
1263,0535425060,020,RL,76,11355,NAmes,1Fam,1Story,1958,2001,2,4,2008,Normal,186000
1264,0535426260,020,RL,,10920,NAmes,1Fam,1Story,1960,1960,1,5,2008,Normal,157000
1265,0535426350,020,RL,,12929,NAmes,1Fam,1Story,1960,1993,1,6,2008,Normal,148000
1266,0535427070,020,RL,313,27650,NAmes,1Fam,1Story,1960,2007,2,11,2008,Normal,242000
1267,0535451010,020,RL,74,8892,NAmes,1Fam,1Story,1953,1996,2,10,2008,Normal,116000
1268,0535451050,020,RL,60,7200,NAmes,1Fam,1Story,1951,1951,2,2,2008,Abnorml,94000
1269,0535451230,020,RL,60,7200,NAmes,1Fam,1Story,1950,1950,2,7,2008,Normal,98300
1270,0535452120,080,RL,70,7910,NAmes,1Fam,SLvl,1960,1960,1,8,2008,Normal,127000
1271,0535453020,020,RL,80,8000,NAmes,1Fam,1Story,1959,1959,1,5,2008,Normal,159000
1272,0535453040,020,RL,80,8000,NAmes,1Fam,1Story,1962,1962,1,11,2008,Normal,125900
1273,0535453210,020,RL,70,7931,NAmes,1Fam,1Story,1960,1960,1,6,2008,Normal,155000
1274,0535454150,050,RL,60,8064,NAmes,1Fam,1.5Fin,1948,1950,2,9,2008,Normal,138000
1275,0535455060,045,RL,64,6390,NAmes,1Fam,1.5Unf,1954,1954,1,6,2008,Normal,112500
1276,0535455080,045,RL,59,7227,NAmes,1Fam,1.5Unf,1954,1954,2,6,2008,Normal,105500
1277,0535455090,050,RL,60,7200,NAmes,1Fam,1.5Fin,1954,1954,1,4,2008,Normal,127500
1278,0535456050,090,RL,113,8513,NAmes,Duplex,1Story,1961,1961,0,11,2008,Abnorml,130000
1279,0535456070,050,RL,60,7200,NAmes,1Fam,1.5Fin,1955,1967,2,3,2008,Normal,150000
1280,0535456100,020,RL,60,7200,NAmes,1Fam,1Story,1954,1954,1,7,2008,Normal,109500
1281,0535475020,060,RL,71,7056,NAmes,1Fam,2Story,1963,1963,2,10,2008,Normal,140000
1282,0535476370,060,RL,80,9760,NAmes,1Fam,2Story,1964,1964,2,6,2008,Normal,167900
1283,0535477090,020,RL,69,7590,NAmes,1Fam,1Story,1963,1963,1,5,2008,Normal,136870
1284,0902100020,020,RM,56,9836,OldTown,1Fam,1Story,2008,2008,1,12,2008,Abnorml,143000
